"Data Source","World Development Indicators",

"Last Updated Date","2020-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Small states","SST","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9786.9650185559","10296.0078982431","10755.0872207648","11337.9463686629","12178.7136327386","12886.8295955075","14871.0335922384","16378.965191283","17524.0886781199","17223.2205009931","18277.1879237485","19780.7088179887","20939.7609728741","21445.025911551","21418.4748155286","19049.1416860047","18609.3907752609","20100.0897149874","20454.7737049308","20844.6183596919",
"Sao Tome and Principe","STP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1770","1810","1950","2030","2200","2520","2620","2720","2730","2890","3010","2900","3350","3880","3830","3900","3900","4060","4090",
"Suriname","SUR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6600","6870","6940","6450","6740","6790","6860","7170","7340","7160","7340","7240","8020","8590","9430","10220","10980","11950","12630","12900","13220","13620","15180","16390","17030","16030","13450","14340","15100","15200",
"Slovak Republic","SVK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8730","9470","10110","10640","10670","11340","12400","13280","13480","14630","16220","18370","20610","23320","22980","24650","25150","26480","27760","28670","29200","28880","30270","32050","33680",
"Slovenia","SVN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13670","14320","15270","16030","17070","17960","18940","20060","20860","22420","23630","25370","26910","28830","27110","27480","28540","28590","29570","30590","30660","33010","35990","38140","40070",
"Sweden","SWE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19890","20050","19900","19720","21130","22420","23260","24150","25330","27250","29480","29790","30840","32120","33800","34500","38410","41810","43430","41130","43360","45420","46340","47180","48040","49370","50720","53590","54740","57300",
"Eswatini","SWZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3700","3820","3950","3960","3860","4290","4600","4720","4620","4850","4810","5160","5110","5280","5710","6560","6770","7270","7320","7300","7380","8010","8230","8790","8820","8930","8290","8000","8070","7940",
"Sint Maarten (Dutch part)","SXM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31440","32950","35840","31810","31760","31580","30970","31260","31340","","",
"Seychelles","SYC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8650","9130","10040","10670","10690","10330","10980","12460","13220","13320","13540","13840","12820","12930","13940","15590","17200","17880","17210","17380","18350","19500","20350","21200","22430","22610","23720","25220","27310","29300",
"Syrian Arab Republic","SYR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21620","22900","24330","25040","26210","",
"Chad","TCD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","690","760","810","660","730","740","740","760","810","780","760","830","870","840","1120","1310","1300","1370","1350","1570","1760","1750","1690","1500","1600","1760","1630","1570","1590","1620",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1435.07982993434","1574.74800825502","1750.86871395207","1957.06202468984","2186.42510489499","2395.98260780272","2624.52331994511","2818.32474529642","2829.6648221995","3000.33092299448","3269.11445427432","3536.75271431068","3847.31579948175","4221.37468594366","4681.06457628571","5213.28672572041","5916.24440603466","6764.35688005238","7433.45923005583","7934.80201174871","8736.09235997039","9558.00670181196","10398.4331153705","10944.2186584429","11534.9075455091","11825.2428741083","12350.0517609478","13044.9360271414","14082.0233642929","15083.9735013824",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6771.07638398454","6609.7400672645","6159.35568366152","6020.31577847714","5586.79286459944","5673.52666781054","5803.39347131243","6059.38053427669","5655.25267754667","5848.03621811729","6486.584751938","6885.23581676754","7372.7393440982","8009.72299491481","8939.61079372115","9926.52935785594","11675.3577912967","13038.5632479949","14865.1492143793","14461.6593048808","15454.7290638303","16948.5718370527","17934.3049211032","19200.9006595077","19697.3441319724","19533.534407432","20031.6166025255","21396.3933366931","22780.6575892418","23356.9767556766",
"Togo","TGO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","820","820","790","670","740","810","890","1000","970","960","950","960","990","1050","1040","990","1020","1010","1050","1090","1140","1280","1230","1280","1340","1440","1470","1520","1590","1670",
"Thailand","THA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4260","4710","5120","5650","6170","6730","7120","6930","6330","6700","7160","7430","7890","8500","9190","9800","10610","11470","11800","11760","12640","13190","14190","14420","14680","15010","15840","16640","17620","18520",
"Tajikistan","TJK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2640","2480","1770","1490","1010","1000","800","860","900","940","1000","1100","1240","1360","1540","1960","2250","2540","2780","2640","2880","3180","3510","3980","4090","3570","3620","3610","3850","4100",
"Turkmenistan","TKM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4470","3740","3410","3630","3270","3460","4000","4120","4420","4450","4680","4980","5420","6190","7210","8100","8460","8990","10200","10920","11630","12280","12890","13500","13620","14560","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6045.93223781358","6409.58439195938","6647.22132149724","6831.99418196796","7147.86943425746","7310.03662558774","7565.96088430661","7969.19323551228","8085.2636862526","8054.84854936272","8477.73410875946","8585.42055071406","8598.01408374588","8803.33635170919","9404.69241429128","10010.8314216168","10969.4613677195","11798.1381862685","12419.3776285719","12212.943606351","12936.1442565322","13801.5372694623","14094.4361474938","14606.1080142645","14929.1755848731","14756.2717073686","14961.1440702346","15591.4858724325","15970.6457888559","16197.3787018396",
"Timor-Leste","TLS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1780","1960","2220","1790","2060","2530","3840","5400","8350","6270","7410","9080","8700","7390","6270","5110","4240","4490","4520","4730",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4738.27222701649","5098.80063807034","5343.33525593468","5509.33895211798","5552.53079812445","5736.52733846263","5996.52321885938","6220.56407279229","6636.69776640959","6845.21514625743","7231.89049706376","7474.94627618248","7714.29572426968","7920.08328143442","8619.16985710853","9024.15414949681","9743.18598409523","10512.6685317797","10983.0533338441","11118.4975008185","11554.8241618663","11489.0081442688","11771.1289683301","11651.027031674","11301.6935798782","10615.2544668969","10581.4752018946","10846.596507726","","",
"Tonga","TON","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2380","2590","2640","2790","3100","3180","3250","3290","3460","3540","3650","3840","4110","4210","4300","4410","4550","4470","4650","4810","5050","5300","5500","5450","5610","5910","6130","6420","6510","",
"South Asia (IDA & IBRD)","TSA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1239.14090386778","1273.15253544062","1346.02489738932","1408.40269387824","1493.57339374954","1599.31042339782","1705.04981824044","1764.21332661722","1846.29568816652","1980.3750518948","2062.2873224298","2164.86557905656","2247.37341145448","2419.83140141285","2627.07866017604","2864.92906289759","3127.1869502466","3400.15412823843","3520.75182303163","3742.54743990045","4003.74737476035","4244.8815461951","4566.90383502936","4748.0872091879","4926.59546167425","5137.80697495364","5413.18336144748","5763.3494680496","6185.80608022283","6525.71358177597",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1594.50816331055","1627.09223511989","1584.89173614776","1580.84315192711","1595.19418897873","1666.04907943952","1742.05388168339","1800.55353306793","1813.90222533984","1837.14292045713","1861.92721476042","1942.54416434654","2045.6768002868","2110.46880824537","2248.03182993229","2400.1244342322","2599.76808537375","2749.48454140443","2865.21738171161","2924.1217504932","3034.81847435678","3154.61052223975","3203.674720885","3368.35763199852","3548.78458794428","3601.27986471279","3592.36539184602","3636.23537577867","3704.61992913212","3796.04952851441",
"Trinidad and Tobago","TTO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6510","6850","7680","7870","8170","8720","9320","10430","11510","12560","13430","14490","15950","18360","20910","22320","25850","27890","29280","27810","29040","27460","27390","28330","27850","27250","25770","26500","26140","26950",
"Tunisia","TUN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3500","3650","3920","3950","4110","4260","4550","4840","5090","5420","5710","6030","6160","6540","7060","7390","7980","8580","8980","9330","9680","9590","9790","9780","10070","9890","10060","10270","10640","10800",
"Turkey","TUR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8420","8630","9210","10030","9470","10240","10990","11830","9000","8640","9450","8990","9150","9430","10710","11760","13470","14710","15890","15320","17290","19480","20460","22070","23760","25340","26050","27570","27700","27410",
"Tuvalu","TUV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4730","5830","4050","4460","4400","4410","5150","5120","5250","4680","4740","4050","5020","4420","5680","5660","5580","6090","6170",
"Tanzania","TZA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","930","950","950","950","960","990","1040","1060","1090","1130","1180","1230","1320","1390","1490","1600","1730","1830","1920","1980","2050","2190","2070","2160","2210","2300","2420","2470","2570","2700",
"Uganda","UGA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","660","700","710","770","810","900","970","1010","1040","1110","1120","1160","1250","1310","1390","1470","1630","1770","1900","1980","2050","2220","1960","1960","2030","2080","2040","2030","2110","2210",
"Ukraine","UKR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7470","7050","6350","5440","4370","3940","3640","3620","3600","3650","3980","4550","4930","5560","6460","6900","7650","8600","8980","7660","8120","8700","9190","10510","10620","10210","11320","12140","12950","13750",
"Upper middle income","UMC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3301.35219619339","3493.79207272467","3618.6929485634","3809.45340094709","3967.15849338203","4167.62709905758","4407.11445772584","4671.00267466181","4633.57406318713","4786.47890902269","5180.95319125681","5444.55679332058","5746.27402396137","6144.56680470495","6762.94705918869","7431.92375242796","8417.77124219913","9406.473515859","10281.3969374342","10555.6223872284","11417.5957614885","12359.2739964261","13118.9656210667","13735.7931949433","14241.8639018713","14242.1889912203","14655.77587706","15455.5210012671","16442.6706011219","17231.7352789118",
"Uruguay","URY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6170","6640","7320","7650","8300","8310","8890","9800","10290","10250","10230","10030","9480","9290","10000","11250","12130","13250","14320","14960","16190","17390","16880","18110","18820","19310","19650","20060","20570","21120",
"United States","USA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23640","24100","25090","25910","27250","28450","29870","31500","33120","34720","36800","37700","38430","39740","42060","44570","47160","48280","48290","46940","48900","50820","53120","54360","56730","58340","58970","61020","63780","65880",
"Uzbekistan","UZB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2220","2170","2060","2050","2080","2170","2260","2360","2450","2570","2690","2840","3120","3410","3710","4310","4790","4970","5140","5510","5730","5970","6250","6450","6530","6650","7120","7400",
"St. Vincent and the Grenadines","VCT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3570","3730","4110","4390","4390","4830","5040","5260","5530","5690","5920","6210","6700","7250","7680","8130","9130","9800","10150","10170","9960","10110","10400","10850","10850","11360","12370","12160","12630","12880",
"Venezuela, RB","VEN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9450","10520","10960","11010","10700","11200","11160","11790","11740","11130","11610","11980","10750","9960","11830","13450","15140","16930","17760","16900","16530","17080","","","","","","","","",
"British Virgin Islands","VGB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","860","930","1030","1120","1240","1380","1500","1630","1720","1820","2120","2280","2430","2620","2880","2910","3160","3420","3650","3450","4050","4330","4840","5130","5470","5790","6300","6620","7220","7750",
"Vanuatu","VUT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1700","1570","1560","1690","1650","1770","1760","1820","2050","2080","2140","2130","1950","2010","2080","2170","2420","2540","2840","2790","2790","2820","2750","2940","3020","2960","3000","3080","3230","3310",
"World","WLD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5482.52834556721","5692.84482895296","5861.49374626796","6026.12109310076","6257.44356512231","6511.25385394513","6798.5246983073","7101.36012991577","7245.4052849119","7493.54422875439","7959.42713817834","8242.6427626946","8519.83356348181","8880.42472123826","9485.97174276972","10087.9660516842","10954.9724040379","11695.8108304123","12202.7220533455","12166.0042074932","12825.874971834","13520.5755046373","14097.9082549418","14590.9328427235","15014.5075778689","15152.2801101115","15529.0001030766","16206.1807509812","16938.5043349152","17590.8855333196",
"Samoa","WSM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1690","1680","","","","","","","","","","","3720","3920","4210","4460","4680","5100","5210","5040","5200","5440","5290","5310","5350","5710","6190","6290","6240","6490",
"Kosovo","XKX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5540","6050","6490","7110","7560","7620","7900","8410","8740","9010","9230","9730","10180","10740","11340","12090",
"Yemen, Rep.","YEM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2060","2090","2220","2260","2350","2370","2320","2400","2590","2550","2720","2840","2890","2930","3010","3190","3410","3520","3590","3750","3920","3350","3340","3520","","","","","","",
"South Africa","ZAF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6180","6240","6120","6200","6400","6590","6850","7020","7010","7170","7540","7740","8110","8380","8960","9600","10320","10870","11300","11150","11470","11860","11730","12120","12190","12240","12240","12320","12520","12630",
"Zambia","ZMB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1350","1320","1310","1430","1330","1360","1440","1480","1440","1510","1570","1660","1720","1840","1900","2020","2150","2280","2530","2850","2970","3160","3360","3430","3470","3360","3300","3330","3550","3580",
"Zimbabwe","ZWE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1740","1850","1680","1710","1870","1890","2110","2170","2220","2230","2190","2270","2110","1780","1710","1650","1620","1580","1290","1330","1610","1800","2070","2310","2360","2410","2560","2760","2990","2730",
